"item_title","item_link","item_description","item_pub_date","item_guid"
"Antwoorden op Kamervragen over oplopende kosten verpleeghuizen","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/10/31/antwoorden-op-kamervragen-over-de-oplopende-kosten-bij-verpleeghuizen","Minister Helder (Langdurige Zorg en Sport) geeft antwoord op vragen over de oplopende kosten van verpleeghuizen. Het Tweede Kamerlid Mohandis (PvdA) heeft deze vragen gesteld.",2022-10-31 16:06:00,"7a299e05-f804-48e3-967a-5821e1c20cce"
"Aanbiedingsbrief lijst vervolgzorg ggz-instellingen","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/10/31/kamerbrief-over-toezending-lijst-vervolgzorg-nav-het-so-verzamelbrief-ggz-en-de-rode-draden-analyse-en-verkenning-van-de-nederlandse-zorgautoriteit","Minister Helder (Langdurige Zorg en Sport) stuurt de Tweede Kamer een geanonimiseerd overzicht van de vervolgzorg voor patiënten van de Kliniek Intensieve behandeling Amsterdam, het Centrum voor Psychotherapie en de Eikenboom.  Aanbiedingsbrief lijst vervolgzorg ggz-instellingen (PDF | 1 pagina | 68 kB)",2022-10-31 15:44:00,"5f2cdf4a-e43a-4714-ba6e-d376719033df"
"Antwoorden op Kamervragen over toegang tot data voor oversterfte-onderzoek","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/10/31/antwoorden-op-kamervragen-over-het-bericht-dat-het-onderzoek-naar-de-oorzaken-van-de-oversterfte-om-oneigenlijke-redenen-wordt-gefrustreerd-door-het-rivm-en-de-ggd","Minister Kuipers (VWS) geeft antwoord op vragen over het artikel 'Elke week overlijden er honderden Nederlanders meer dan normaal, en niemand weet waarom'. Het Tweede Kamerlid Van Meijeren (FvD) heeft deze vragen gesteld.",2022-10-31 14:59:00,"90094277-584d-4926-88a8-ae3c059d9302"
"Antwoorden op Kamervragen over openbaargemaakte Wob-verzoeken corona-communicatie","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/10/31/antwoorden-op-kamervragen-over-openbaargemaakte-wob-verzoeken-aangaande-corona-communicatie","Minister Kuipers (VWS) geeft antwoord op vragen over openbaargemaakte Wob-verzoeken aangaande corona-communicatie. Het Tweede Kamerlid Van Haga (Groep Van Haga) heeft de vragen gesteld.",2022-10-31 14:05:00,"01def17c-f5b2-4514-aec4-9a18d47d6631"
"Antwoorden op Kamervragen over misstanden bij Ambulancezorg Groningen","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/10/31/antwoorden-op-kamervragen-over-misstanden-bij-ambulancezorg-groningen","Minister Kuipers (VWS) geeft antwoord op vragen over misstanden bij Ambulancezorg Groningen. Het Tweede Kamerlid Hijink (SP) heeft deze vragen gesteld.",2022-10-31 13:40:00,"fb2b4b77-771d-4915-9211-f42687a9c07e"
"Kamerbrief met reactie op het boek ‘Een gezonde toekomst’","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/10/31/kamerbrief-over-reactie-op-het-boek-een-gezonde-toekomst","Minister Kuipers (VWS) stuurt de Tweede Kamer een reactie op het boek ‘Een gezonde toekomst’ van Jaap Goudsmit. ",2022-10-31 12:27:00,"70b42008-89e2-40e7-b23f-583762750383"
"Antwoorden op Kamervragen over nazorg voor burgerhulpverleners","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/10/31/antwoorden-op-kamervragen-over-de-nazorg-voor-burgerhulpverleners","Minister Kuipers (VWS) geeft antwoord op vragen over de nazorg voor burgerhulpverleners. Het Tweede Kamerlid Hijink (SP) heeft deze vragen gesteld.",2022-10-31 12:15:00,"b2d9635c-2ef9-4a11-80cb-dd82a52a1c7b"
"Antwoorden op Kamervragen over brief 'Herstart verkoopproces Intravacc B.V.'","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/10/31/kamerbrief-over-herstart-verkoopproces-intravacc-bv","Minister Kuipers (VWS) geeft antwoord op vragen over de brief 'Herstart van het verkoopproces van Intravacc B.V.'. De fracties VVD, D66, PVV, CDA, SP, GroenLinks, ChristenUnie en BBB van de Tweede Kamer hebben de vragen gesteld. ",2022-10-31 11:52:00,"dc3b2589-98b3-45ba-b221-d7ba6098d0b2"
"Antwoorden op Kamervragen over rapportage oversterfte en immuungecompromitteerde personen","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/10/31/antwoorden-op-kamervragen-over-de-oversterfterapportage-en-immuungecompromitteerde-personen","Minister Kuipers (VWS) geeft antwoord op vragen over de oversterfterapportage en immuungecompromitteerde personen. Het Tweede Kamerlid Van Haga (Groep Van Haga) heeft deze vragen gesteld.  Antwoorden op Kamervragen over rapportage oversterfte en immuungecompromitteerde personen (PDF | 5 pagina's | 233 kB)",2022-10-31 11:51:00,"cd659c26-e8c3-413f-bc15-2249e44f9fce"
"Uitstelbrief antwoorden Kamervragen over klachten van misbruik en mishandeling Gelders jeugddorp","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/10/31/uitstelbrief-antwoorden-kamervragen-over-het-bericht-tientallen-klachten-van-misbruik-en-mishandeling-in-gelders-jeugddorp","Staatssecretaris Van Ooijen (VWS) meldt dat de antwoorden op vragen over het bericht ‘Tientallen klachten van misbruik en mishandeling in Gelders jeugddorp’ later komen dan gebruikelijk. De Tweede Kamerleden Richardson, Van den Hil en Verkuijlen (allen VVD) hebben de vragen gesteld.",2022-10-31 09:21:00,"e6c40028-4603-434f-8915-6922f6814cc5"
