"item_title","item_link","item_description","item_pub_date","item_guid"
"Kamerbrief reactie op signalen over tarieven ongecontracteerde wijkverpleging en ggz in 2023","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/11/14/kamerbrief-over-verzoek-om-een-brief-over-signalen-mbt-de-tarieven-van-ongecontracteerde-aanbieders-van-wijkverpleging-en-ggz-voor-het-jaar-2023","Minister Helder (Langdurige Zorg en Sport) reageert op signalen dat zorgverzekeraars brieven aan verzekerden sturen over het terugschroeven van tarieven van niet-gecontracteerde aanbieders van wijkverpleging en geestelijke gezondheidszorg (ggz) naar 75% per 1 januari 2023. De Tweede Kamer had om een reactie gevraagd.",2022-11-14 16:38:00,"858c3546-8e98-4481-84f5-197f0b0f5b38"
"Antwoorden op vragen over Kabinetsbesluit PALLAS","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/11/14/kamerbrief-inbreng-schriftelijk-overleg-kabinetsbesluit-pallas","Minister Kuipers (VWS) geeft antwoord op vragen over het Kabinetsbesluit PALLAS. De vragen zijn gesteld door de leden van de vaste commissie voor Volksgezondheid, Welzijn en Sport.  Antwoorden op vragen over Kabinetsbesluit PALLAS (PDF | 27 pagina's | 1,4 MB)",2022-11-14 14:21:00,"27fcbd83-2e5b-4b9f-bcbf-bc7bd06e8387"
"Antwoorden op Kamervragen over toenemende aantal COVID-patiënten in ziekenhuizen","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/11/14/antwoorden-op-kamervragen-over-het-toenemende-aantal-covid-patienten-in-ziekenhuizen","Minister Kuipers (VWS) geeft antwoord op vragen over het toenemende aantal COVID-patiënten in ziekenhuizen. Het Tweede Kamerlid Kuiken (PvdA) heeft de vragen gesteld.",2022-11-14 12:46:00,"fc60bc94-cca0-4315-bf34-6dff3146689a"
"Kamerbrief over backpay regeling voor weduwen en collectieve erkenning Indische gemeenschap in Nederland","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/11/14/kamerbrief-reactie-op-het-verzoek-om-de-tweede-kamer-te-informeren-over-afdoening-van-de-motie-van-gerven-over-een-backpay-regeling-voor-weduwen-en-de-collectieve-erkenning-indische-gemeenschap-in-nederland","Staatssecretaris Van Ooijen (VWS) informeert de Tweede Kamer over zijn reactie op het verzoek over de afhandeling van de motie Van Gerven. Het verzoek ging over een backpay regeling voor weduwen en de collectieve erkenning Indische gemeenschap in Nederland.",2022-11-14 09:43:00,"c1f407a3-72f6-4292-b371-f85050976bb9"
"Kamerbrief over uitvoering motie Ceder over  jeugdbeschermingsketen","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/11/11/tk-kamerbrief-uitvoering-motie-ceder","Minister Weerwind (Rechtsbescherming) en staatssecretaris Van Ooijen (VWS) informeren de Tweede Kamer over de opvolging van de motie van het Tweede Kamerlid Ceder (CHristenUnie). De motie verzocht de regering om onderzoek te doen naar aanvullende maatregelen voor verbeteringen in de jeugdbeschermingsketen. In de Kamerbrief van 14 september 2022 hadden deminister en de staatssecretaris al maatregelen aangekondigd. De Tweede Kaemr vond deze onvoldoende. Bij de Kamerbrief zit een beslisnota.",2022-11-11 17:45:00,"c987fe58-da42-48cc-9cb1-fb97a6461175"
"Antwoorden op Kamervragen over evaluatie Wkkgz","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/11/11/kamerbrief-evaluatie-wkkgz%5B2%5D","Minister Helder (Langdurige Zorg en Sport) beantwoordt vragen over de evaluatie van de Wet kwaliteit, klachten en geschillen zorg (Wkkgz). De vragen zijn van de vaste Eerste Kamercommissie voor Volksgezondheid, Welzijn en Sport (VWS).",2022-11-11 16:33:00,"14a72b4a-6abe-47d8-89d1-2af202872aa4"
"Kamerbrief met reactie op de evaluatie van de Wet kwaliteit klachten en geschillen zorg (Wkkgz)","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/11/11/kamerbrief-reactie-op-de-evaluatie-van-de-wet-kwaliteit-klachten-en-geschillen-zorg-wkkgz-kamerstuk-32-402-nr-76","Minister Helder (Langdurige Zorg en Sport) beantwoordt vragen over de beleidsreactie op de evaluatie van de Wet kwaliteit, klachten en geschillen zorg (Wkkgz). De vragen zijn van de vaste Tweede Kamercommissie voor Volksgezondheid, Welzijn en Sport (VWS).",2022-11-11 16:30:00,"0487fc55-deae-4192-ae40-aa4948a9a03f"
"Kamerbrief over noodzaak collectieve afspraken medisch-specialistische zorg en wijkverpleging","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/11/11/kamerbrief-over-noodzaak-collectieve-afspraken-medisch-specialistische-zorg-wijkverpleging","Minister Kuipers (VWS) en minister Helder (Langdurige Zorg en Sport) informeren de Tweede Kamer over de noodzaak van collectieve afspraken tussen zorgverzekeraars en zorgaanbieders in de medisch-specialistische zorg en de wijkverpleging. De afspraken waarborgen de continuïteit van zorg bij een mogelijke nieuwe pandemische crisissituatie.",2022-11-11 15:53:00,"302b8eda-f336-472b-896a-a1ddcbba4c98"
"Kamerbrief bij Informatieplan VWS 2023-2027","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/11/11/kamerbrief-over-informatieplan-vws-2023-2027","Minister Kuipers (VWS) biedt de Tweede Kamer het Informatieplan VWS 2023-2027 aan. In zijn brief beschrijft de minister de strategische visie van het ministerie van VWS op informatievoorziening en de prioriteiten van VWS op het gebied van digitalisering en informatisering voor de komende 5 jaar. ",2022-11-11 15:47:00,"da15dd85-889a-4072-9678-a32efee3af67"
"Kamerbrief over nieuw kostprijsmodel","https://www.rijksoverheid.nl/documenten/kamerstukken/2022/11/11/tarieven-2023-nvwa","Minister Adema (LNV) informeert de Tweede Kamer over het besluit om het nieuwe kostprijsmodel in te voeren en hoe de kostendekkende tarieven te bereiken.",2022-11-11 15:46:00,"272d7cc1-40b2-4ad2-9dca-5aa5f95b45a5"
